,auc,auc_control,auc_control_norm,auc_gp,auc_gp_control,auc_norm,average_angle,average_angle_control,average_angle_rel,average_angle_rel_control,delta_log_likelihood,drug,gp_deriv,gp_deriv_control,kl,kl_p_cvsc,kl_p_value,mRECIST,num_mCR,num_mPD,num_mPR,num_mSD,number_replicates,number_replicates_control,perc_mCR,perc_mPD,perc_mPR,perc_mSD,perc_true_credible_intervals,response_angle,response_angle_control,response_angle_rel,response_angle_rel_control,tgi,tumour_type
P33*C1,0:-13.621870833333338_1:-42.157340833333336_2:-48.72350166666668_3:-65.82485750000001_4:-15.509584999999996,0:[69.16175833]_1:[75.58654167]_2:[58.12373333],0:[0.21587002]_1:[0.37679133]_2:[0.21246831],0.2802301961361812,0.7596460111844905,0:-0.11582969837742274_1:-0.38389676839265663_2:-0.4562380468341011_3:-0.44440316176495265_4:-0.1319385482052649,-1.1564494498015434,1.310071940598776,-0.012076022824324406,0.02299288805875397,112.59734949971666,C1,0.016328804337664583,0.041845457049616286,34.268492140222705,0.0,0.0005208333333333333,0:mSD_1:mPR_2:mPR_3:mPR_4:mPR,0,0,4,1,5,3,0.0,0.0,0.8,0.2,50.0,0:-0.8153299707980365_1:-1.2100612431377549_2:-1.2250880477143296_3:-1.3147508921378996_4:-0.8143956111539521,0:1.3253297783122484_1:1.3391409987720708_2:1.2503909086564353,0:-0.0077745973326802656_1:-0.013554018991371443_2:-0.01364249571800054_3:-0.014258398960196846_4:-0.0076867735186665264,0:0.019227597969883495_1:0.044796531030768104_2:0.016130228916572353,1.9347213501711318,no_tumour_type
P34*C1,0:5.491167500000004_1:23.230325833333332_2:53.964430833333324_3:29.870048333333326,0:[72.89106]_1:[137.66887333]_2:[206.47993417]_3:[156.81380667]_4:[247.04480667]_5:[271.32923667],0:[0.41999789]_1:[0.50095616]_2:[0.76449997]_3:[0.62340277]_4:[0.80806483]_5:[0.81866398],0.3311498521130637,0.6433118455768908,0:0.00015826150324450838_1:0.19254433791371323_2:0.3854737759050463_3:0.19602483434322432,0.959637531764124,0.2991958440790972,0.020603530884828802,0.0043738959461904,429.37276362918874,C1,0.005587861732045507,-0.004617295245324277,13.385158796518013,0.01238778250516459,0.013020833333333334,0:mPR_1:mSD_2:mSD_3:mSD,0,0,1,3,4,6,0.0,0.0,0.25,0.75,73.21428571428571,0:0.8845136111148919_1:0.8108908649354702_2:1.1947494013523556_3:0.7345550390041977,0:1.3767358740433975_1:1.4038020291119928_2:1.4413569812839089_3:1.4005701780235573_4:1.4675789073229355_5:1.4827620487479247,0:0.015504527658550753_1:0.016471076673464022_2:0.047269677928831494_3:0.011164479043447254,0:0.06709469942426396_1:0.05952560565449423_2:0.14395560021761783_3:0.07700809302234575_4:0.16205341919709756_5:0.18537228167319952,0.5549567394937966,no_tumour_type
P34*C2,0:83.283165_1:23.082160833333333,0:[72.89106]_1:[137.66887333]_2:[206.47993417]_3:[156.81380667]_4:[247.04480667]_5:[271.32923667],0:[0.41999789]_1:[0.50095616]_2:[0.76449997]_3:[0.62340277]_4:[0.80806483]_5:[0.81866398],0.6337085205632542,0.6433118455768908,0:0.393167077737658_1:0.15223391501551153,0.5645609300043806,0.2991958440790972,0.0088279774623466,0.0043738959461904,182.82639441958645,C2,0.010672648242319057,-0.004617295245324277,15.481773612123863,0.006776980707806635,0.007291666666666667,0:mSD_1:mSD,0,0,0,2,2,6,0.0,0.0,0.0,1.0,60.71428571428571,0:0.5124974758933706_1:0.6134059869746797,0:1.3767358740433975_1:1.4038020291119928_2:1.4413569812839089_3:1.4005701780235573_4:1.4675789073229355_5:1.4827620487479247,0:0.008012387357557592_1:0.009609747709605702,0:0.06709469942426396_1:0.05952560565449423_2:0.14395560021761783_3:0.07700809302234575_4:0.16205341919709756_5:0.18537228167319952,0.3329950008995294,no_tumour_type
P34*C3,0:39.48656833333334_1:12.922630833333336_2:48.46329083333333_3:35.690105_4:46.12486_5:20.517265833333333,0:[142.60630167]_1:[139.01723167]_2:[181.06412583]_3:[116.70952333]_4:[248.74413167]_5:[291.97805333],0:[0.59980936]_1:[0.50339568]_2:[0.72994302]_3:[0.54959597]_4:[0.81004628]_5:[0.83846574],0.24432112170764786,0.6433118455768908,0:0.3129871654835833_1:0.120452057937157_2:0.3783332775722979_3:0.2582915418880076_4:0.36661228408318824_5:0.21091556205917356,-0.32576692217005676,0.2991958440790972,-0.00527482120406767,0.0043738959461904,481.036311958449,C3,0.004080773780934577,-0.004617295245324277,9.513570412091678,0.03427406501795782,0.034895833333333334,0:mPR_1:mCR_2:mPR_3:mCR_4:mSD_5:mCR,3,0,2,1,6,6,0.5,0.0,0.3333333333333333,0.16666666666666666,69.64285714285714,0:-0.3026442480337135_1:-0.3855906003383375_2:-0.26867522136296645_3:-0.3642329316981443_4:-0.2949380965647878_5:-0.33515231965964565,0:1.3767358740433975_1:1.4038020291119928_2:1.4413569812839089_3:1.4005701780235573_4:1.4675789073229355_5:1.4827620487479247,0:-0.004912274305997309_1:-0.0061044666229706675_2:-0.004787028571535393_3:-0.005517292203139818_4:-0.004611170404458074_5:-0.005646090811950084,0:0.06709469942426396_1:0.05952560565449423_2:0.14395560021761783_3:0.07700809302234575_4:0.16205341919709756_5:0.18537228167319952,0.48898379103944345,no_tumour_type
P35*C1,0:-20.561464166666667_1:-15.005770833333331_2:-24.3668975_3:-5.318629166666668,0:[194.33340833]_1:[136.40708333]_2:[113.681175]_3:[205.27064583]_4:[179.137155]_5:[144.36510833],0:[0.38875363]_1:[0.44714159]_2:[0.38581988]_3:[0.63599339]_4:[0.57114856]_5:[0.45987228],-0.050409422417696456,0.5412398992527112,0:-0.2015050843333342_1:-0.20900177674001716_2:-0.25824111416812057_3:-0.0573971118819876,-0.49357366809032943,-0.12248082599329213,-0.0042887595272188194,-0.0009482065564086775,289.58097970474023,C1,-0.0008630816832162552,-0.003145338568280852,53.03752676616707,0.0,0.0005208333333333333,0:mCR_1:mCR_2:mCR_3:mCR,4,0,0,0,4,6,1.0,0.0,0.0,0.0,66.07142857142857,0:-0.61040481270918_1:-0.3882995932225132_2:-0.6091503765658369_3:-0.3328426639454342,0:1.4482967858457363_1:1.3934303005464066_2:1.3756066918158116_3:1.4337761256694612_4:1.4357954269074629_5:1.4127457992939716,0:-0.004656310106433301_1:-0.003942098770203286_2:-0.0046266175963554975_3:-0.0035649415194687803,0:0.03443527474927821_1:0.04849209982862084_2:0.038960542756389285_3:0.08790579981897549_4:0.07719564302652851_5:0.051825775361727625,1.3467827550555271,no_tumour_type
P35*C2,0:-23.941322500000002_1:-26.040828333333323,0:[194.33340833]_1:[136.40708333]_2:[113.681175]_3:[205.27064583]_4:[179.137155]_5:[144.36510833],0:[0.38875363]_1:[0.44714159]_2:[0.38581988]_3:[0.63599339]_4:[0.57114856]_5:[0.45987228],0.568074708865317,0.5412398992527112,0:-0.32177228121740414_1:-0.27603460126064566,0.2896629808650285,-0.12248082599329213,0.0021301452381863794,-0.0009482065564086775,279.78650584774675,C2,0.009846594675289193,-0.003145338568280852,81.43857967322249,0.0,0.0005208333333333333,0:mPR_1:mPR,0,0,2,0,2,6,0.0,0.0,1.0,0.0,66.07142857142857,0:0.5460064910165743_1:-0.011531847051124014,0:1.4482967858457363_1:1.3934303005464066_2:1.3756066918158116_3:1.4337761256694612_4:1.4357954269074629_5:1.4127457992939716,0:0.004701103187590455_1:-7.65835592023349e-05,0:0.03443527474927821_1:0.04849209982862084_2:0.038960542756389285_3:0.08790579981897549_4:0.07719564302652851_5:0.051825775361727625,1.5660333437967568,no_tumour_type
P36*C1,0:49.73036666666667_1:40.49501833333333_2:18.461456666666667_3:72.86827333333333_4:55.53041_5:31.835023333333332,0:[39.71475083]_1:[54.38399333]_2:[42.06166167]_3:[56.23591333],0:[0.51930684]_1:[0.40976208]_2:[0.62444483]_3:[0.46407765],0.6829831771426688,0.7063651982697476,0:0.4611472281781348_1:0.535947233737347_2:0.41303278916060054_3:0.5802459768672779_4:0.44573667355439167_5:0.3488487921542554,1.4579622580407983,1.4712462891498732,0.22800152342998567,0.2663300416025491,1.9918666560397398,C1,0.11224161295846112,0.11607111586623008,0.5713866723104449,0.7026057528863727,0.6901041666666666,0:mSD_1:mPD_2:mSD_3:mSD_4:mSD_5:mPD,0,2,0,4,6,4,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:1.461879526708468_1:1.436170518969191_2:1.3186016490160488_3:1.485394211625213_4:1.4906257148259958_5:1.4524913106001263,0:1.4606220801762977_1:1.4745616534792665_2:1.431576191044785_3:1.496926153988117,0:0.1987202913710663_1:0.28203537054802946_2:0.18883303673707813_3:0.2799058167339079_4:0.23822510625537135_5:0.1844043033159009,0:0.3557613298437268_1:0.17526292904154323_2:0.3688828804513096_3:0.288633412792901,0.10324300607069314,no_tumour_type
P36*C2,0:35.592985_1:53.544268333333335_2:42.92604583333333_3:57.86979166666667_4:102.35014416666667_5:54.6627125,0:[39.71475083]_1:[54.38399333]_2:[42.06166167]_3:[56.23591333],0:[0.51930684]_1:[0.40976208]_2:[0.62444483]_3:[0.46407765],0.7460037322915255,0.7063651982697476,0:0.38696168690436117_1:0.4828039431818968_2:0.4203512442447066_3:0.5008473402713127_4:0.6391517682232519_5:0.6129309368514463,1.478036199058307,1.4712462891498732,0.26671784254527736,0.2663300416025491,-2.2335137828122242e-07,C2,0.12291321484424482,0.11607111586623008,0.07968258386962024,0.9019911847374008,0.9411458333333333,0:mPD_1:mSD_2:mSD_3:mSD_4:mPD_5:mPD,0,3,0,3,6,4,0.0,0.5,0.0,0.5,100.0,0:1.4326767057030028_1:1.4507244422221797_2:1.465482673464972_3:1.4888207831955853_4:1.5117765670603878_5:1.4754793194314193,0:1.4606220801762977_1:1.4745616534792665_2:1.431576191044785_3:1.496926153988117,0:0.17678454833190685_1:0.18132597401064698_2:0.20496081215481862_3:0.2846377292533345_4:0.39785814988579477_5:0.42349429751238027,0:0.3557613298437268_1:0.17526292904154323_2:0.3688828804513096_3:0.288633412792901,0.050831408089204055,no_tumour_type
P37*C1,0:-19.898479999999996_1:-80.79648583333334_2:-49.151039999999995_3:-76.75410000000001_4:-30.191761666666668_5:-13.3727275,0:[103.83613417]_1:[156.86998333]_2:[363.13655]_3:[13.9479425],0:[0.63130284]_1:[0.35500908]_2:[0.65916419]_3:[0.42014653],0.11619450127400453,0.5170502577106086,0:-0.5526687393822303_1:-0.8854663318746322_2:-0.6292642104630899_3:-0.7569170166761189_4:-0.41520520901036395_5:-0.4091774306253767,-0.9954461002857328,0.36351275076883943,-0.008701874615137427,0.003325836705849416,165.28085578811954,C1,0.0038327329674497216,0.020822856637476232,36.6603163534619,0.0,0.0005208333333333333,0:mPR_1:mCR_2:mPR_3:mCR_4:mPR_5:mPR,2,0,4,0,6,4,0.3333333333333333,0.0,0.6666666666666666,0.0,100.0,0:0.9361852204422829_1:-1.309110947794378_2:-1.1313975556773113_3:-1.305991219787924_4:-0.9799406986229283_5:0.4059432423955663,0:1.3302086501438657_1:1.4473781412439948_2:1.5092776915465245_3:0.669401585601182,0:0.01741234413880494_1:-0.01256944260825113_2:-0.01180953159536185_3:-0.011781175144917172_4:-0.010851658749583767_5:0.0074632503996811825,0:0.07680345689268206_1:0.03435361989577193_2:0.10542744940695568_3:0.04769045950916091,1.850292050766973,no_tumour_type
P37*C2,0:-46.35939416666666_1:-57.78619583333333_2:-39.65263916666667_3:-19.789469166666667_4:-19.31862316666667,0:[103.83613417]_1:[156.86998333]_2:[363.13655]_3:[13.9479425],0:[0.63130284]_1:[0.35500908]_2:[0.65916419]_3:[0.42014653],0.5083461420646287,0.5170502577106086,0:-0.6012084127854026_1:-0.35207232720767345_2:-0.8522164895771923_3:-0.6586845041236018_4:-0.4475634552913297,0.05450516939428948,0.36351275076883943,0.00033862413364491733,0.003325836705849416,200.23084866248314,C2,0.014947444638499263,0.020822856637476232,57.97377359789433,0.0,0.0005208333333333333,0:mPR_1:mPR_2:mCR_3:mPR_4:mPR,1,0,4,0,5,4,0.2,0.0,0.8,0.0,65.51724137931035,0:0.3300386530739148_1:0.9160264280400113_2:-0.6347206778696253_3:-0.15884190240597273_4:-0.4440224281971286,0:1.3302086501438657_1:1.4473781412439948_2:1.5092776915465245_3:0.669401585601182,0:0.0017047767319194758_1:0.004201163776173685_2:-0.005277272397859359_3:-0.00213924900161921_4:-0.005930733905401073,0:0.07680345689268206_1:0.03435361989577193_2:0.10542744940695568_3:0.04769045950916091,1.7131855486021013,no_tumour_type
P38*C1,0:78.8137_1:82.75940000000001_2:48.08466666666666_3:55.872899999999994_4:84.1963_5:7.364166666666667,0:[68.1889]_1:[191.07046667]_2:[162.1939]_3:[23.9878]_4:[119.70426667]_5:[46.81876667],0:[0.23756845]_1:[0.29198581]_2:[0.31580948]_3:[0.07927034]_4:[0.25061476]_5:[0.14698723],-0.1839859325623612,0.5055284837895428,0:0.26257708022574083_1:0.1995276789588274_2:0.09876087044401993_3:0.14210575169755005_4:0.18441318393914594_5:0.037724536462189505,-0.8623412276792433,-1.2163132549356943,-0.0039785694661259715,-0.009232409452689128,334.0802934366909,C1,-0.0028641906001665354,-0.0031469330296482897,4.49736614062869,0.1443573077411987,0.14583333333333334,0:mPR_1:mSD_2:mCR_3:mPR_4:mSD_5:mPR,1,0,3,2,6,6,0.16666666666666666,0.0,0.5,0.3333333333333333,95.34883720930233,0:-0.7208428214171144_1:-0.13918044682175587_2:-1.2488923290553726_3:-0.9362913864385394_4:-0.7808287147266716_5:-0.5663161619550137,0:1.5339348963082688_1:1.55732297055187_2:1.5551437358521325_3:1.5324423357530381_4:1.5523766310936082_5:1.538608161076267,0:-0.004453183669564976_1:-0.0004624240900180773_2:-0.007168110569810886_3:-0.004309026395618301_4:-0.0028986808179935772_5:-0.003448565273841379,0:0.13693572679761432_1:0.17946818500919445_2:0.2044224031689722_3:0.09691990895114098_4:0.1678477772591051_5:0.12193745451960417,0.9154522129468675,no_tumour_type
P39*C1,0:65.05250050000001_1:8.354958950000004_2:221.05007166666667_3:22.747595_4:21.728780060000002_5:-0.10313521333333614,0:[72.50544942]_1:[22.64871808]_2:[15.45272993]_3:[0.15376634]_4:[31.96256895],0:[0.21739724]_1:[0.13254035]_2:[0.0979614]_3:[0.00337764]_4:[0.23149713],0.8070886651166106,0.5914875840282228,0:0.2361420894690406_1:0.037304662373620824_2:0.49889075969916025_3:0.1272668998545261_4:0.09057099374722563_5:-0.0007477539271366538,1.2844808510716808,1.0916880641463644,0.018840594058353123,0.01497496488678772,8.86550897842767,C1,0.04851618956849456,0.027376613417540288,4.64686788447245,0.13835727078787252,0.140625,0:mPD_1:mSD_2:mPD_3:mSD_4:mSD_5:mSD,0,2,0,4,6,5,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:1.3525853080258718_1:0.6020992556146921_2:1.4809438602054414_3:1.028594637169738_4:1.1151404612676525_5:0.365936386365201,0:1.3318788991384531_1:1.1008247533825066_2:0.8982238209377246_3:0.20381660354475828_4:1.124225515957879,0:0.02381673386027197_1:0.003292641196324904_2:0.058404879772982116_3:0.011309116372088323_4:0.009776741880970283_5:0.002771935312969439,0:0.017779734441234332_1:0.014152503680897988_2:0.009312519746665446_3:0.004571878685570681_4:0.022531759951649195,0.08451754227845787,no_tumour_type
P39*C2,0:25.74606666666667_1:63.73313808333333_2:44.162480166666654_3:83.43663338333332_4:-1.5760517500000022_5:37.46702717333334,0:[72.50544942]_1:[22.64871808]_2:[15.45272993]_3:[0.15376634]_4:[31.96256895],0:[0.21739724]_1:[0.13254035]_2:[0.0979614]_3:[0.00337764]_4:[0.23149713],0.8785276079846018,0.5914875840282228,0:0.1363002902849708_1:0.20184766963409667_2:0.15380637267141226_3:0.24524118994743968_4:-0.017575923524162165_5:0.18298376809376085,1.162384462546345,1.0916880641463644,0.012959742937189843,0.01497496488678772,9.196841233311716,C2,0.05805269753537927,0.027376613417540288,9.161901754433437,0.03715817754344808,0.0375,0:mSD_1:mPD_2:mSD_3:mPD_4:mSD_5:mSD,0,2,0,4,6,5,0.0,0.3333333333333333,0.0,0.6666666666666666,100.0,0:1.0168591854074673_1:1.3141038018420383_2:1.1168661382905136_3:1.3292551323876463_4:0.36245725810085844_5:1.0970476116096937,0:1.3318788991384531_1:1.1008247533825066_2:0.8982238209377246_3:0.20381660354475828_4:1.124225515957879,0:0.010574711772692313_1:0.01658776412116845_2:0.009557426117317544_3:0.01767379539026614_4:0.00409195395133138_5:0.01295975339596515,0:0.017779734441234332_1:0.014152503680897988_2:0.009312519746665446_3:0.004571878685570681_4:0.022531759951649195,0.21812263600174042,no_tumour_type
P40*C1,0:16.39291666666667_1:-2.450316666666673_2:153.19287333333335_3:191.269405_4:134.72977500000002,0:[103.5640225]_1:[171.73336667]_2:[17.12254167]_3:[45.80534167]_4:[41.2380275],0:[0.51363374]_1:[0.40621362]_2:[0.06706157]_3:[0.25872427]_4:[0.33304166],1.0390384009014424,1.089164683631708,0:0.07037987958174362_1:-0.012501762315488094_2:0.6657931943913047_3:0.6642281042936301_4:0.48197068886749633,1.4212395449042066,1.3962032442427659,0.050104814619961226,0.04303512056205166,0.040659655870058486,C1,0.08532454339610801,0.08974469755257727,0.36609664397357733,0.7857227995171712,0.7692708333333333,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD,0,0,0,5,5,5,0.0,0.0,0.0,1.0,100.0,0:0.9656115405505828_1:0.48622522834743476_2:1.4764594592830629_3:1.4875993086182668_4:1.45566889967331,0:1.45504885608469_1:1.4831675801225639_2:0.9958331512704441_3:1.2758685202108158_4:1.2945942686470424,0:0.007729131835378628_1:0.0025598768214995403_2:0.1577508059325964_3:0.14202297490925112_4:0.07321501893899975,0:0.10603000496337359_1:0.05448074418534801_2:0.008129508384868764_3:0.02888891369880955_4:0.05422369915925686,-0.06332859947293623,no_tumour_type
P40*C2,0:11.81504166666666_1:1.1728166666666624_2:135.6056008333333_3:-7.652916666666663_4:31.647205833333338,0:[103.5640225]_1:[171.73336667]_2:[17.12254167]_3:[45.80534167]_4:[41.2380275],0:[0.51363374]_1:[0.40621362]_2:[0.06706157]_3:[0.25872427]_4:[0.33304166],0.8696639628198065,1.089164683631708,0:0.0735734041216547_1:0.008588453216925841_2:0.5923326288335875_3:-0.03787894143002257_4:0.2190241550470279,1.2342827968593901,1.3962032442427659,0.02190758666927845,0.04303512056205166,2.004081896484294,C2,0.0668871449026876,0.08974469755257727,0.9345640605741565,0.5831111174519961,0.5760416666666667,0:mSD_1:mSD_2:mSD_3:mSD_4:mSD,0,0,0,5,5,5,0.0,0.0,0.0,1.0,100.0,0:0.9312059278910672_1:0.41776932073271594_2:1.4547554510191263_3:0.5077898060884843_4:1.2823008469816901,0:1.45504885608469_1:1.4831675801225639_2:0.9958331512704441_3:1.2758685202108158_4:1.2945942686470424,0:0.009939309738603679_1:0.0033339468711042473_2:0.10673340697522048_3:0.0027060872284211993_4:0.034288535259989046,0:0.10603000496337359_1:0.05448074418534801_2:0.008129508384868764_3:0.02888891369880955_4:0.05422369915925686,0.3015504398843213,no_tumour_type
P41*C1,0:139.34666666666666_1:126.24665833333336_2:66.07033333333334_3:80.264925_4:31.178324999999994_5:96.31824166666667_6:139.45504166666666,0:[174.58659167]_1:[156.22055833]_2:[96.45693333]_3:[83.60970833]_4:[52.215]_5:[50.487325],0:[0.32341603]_1:[0.36576573]_2:[0.22513216]_3:[0.29247045]_4:[0.1630233]_5:[0.15819969],0.23682430727277637,0.6431259522113735,0:0.33472451770567285_1:0.30622303810158163_2:0.16884488319386962_3:0.21671563566749025_4:0.12402815034462233_5:0.1980755006680503_6:0.2534804127783998,-1.1958043120154156,-0.9846892207465355,-0.009311671781411518,-0.006261033376107305,130.68837020188369,C1,0.007129002505724007,0.0018915919180431152,0.07461642824067097,0.9037802962605368,0.9463541666666667,0:mCR_1:mCR_2:mCR_3:mCR_4:mCR_5:mCR_6:mCR,7,0,0,0,7,6,1.0,0.0,0.0,0.0,100.0,0:-1.0988943184214914_1:-1.144198837438003_2:-1.2166248978332375_3:-1.1830090034971825_4:-1.0987630056781879_5:-1.2731297763555731_6:-1.2725732588741017,0:1.509989287562813_1:1.5041743729668933_2:1.5095988285265654_3:1.438293355262656_4:1.4393320449672218_5:1.3606585099201522,0:-0.008859537675693351_1:-0.00901947313131388_2:-0.009425335704375934_3:-0.009311626050036246_4:-0.009630444982787853_5:-0.00953159735290347_6:-0.009307733853985175,0:0.05827760591380695_1:0.06568671387928716_2:0.05523645628170875_3:0.04437003406504829_4:0.03201562436122497_5:0.020058456086935714,0.055680574918437364,no_tumour_type
P41*C2,0:-54.345623333333336_1:-60.78102000000001_2:-77.89363666666665_3:-168.88883166666665_4:-80.10788583333334_5:-90.59761083333332,0:[213.14624167]_1:[239.77311667]_2:[230.98851667]_3:[101.14329167]_4:[141.09900833]_5:[46.59456667],0:[0.36112125]_1:[0.45749684]_2:[0.39124678]_3:[0.32720066]_4:[0.31209315]_5:[0.14818923],-0.2839683001458334,0.6431259522113735,0:-0.3278802780623801_1:-0.9328696434577579_2:-0.6333338270823766_3:-0.7403562583987903_4:-0.7404276420202826_5:-0.7312919155364972,-1.2689744522836066,-0.9846892207465355,-0.009426671970107771,-0.006261033376107305,273.4366892429375,C2,-0.006067444212830106,0.0018915919180431152,66.41865509950473,0.0,0.0005208333333333333,0:mPR_1:mCR_2:mCR_3:mCR_4:mCR_5:mCR,5,0,1,0,6,6,0.8333333333333334,0.0,0.16666666666666666,0.0,77.41935483870968,0:-1.1914997250191681_1:-1.0937225683165115_2:-1.2214502881393057_3:-1.4053586874976616_4:-1.2285992666009276_5:-1.275445562904998,0:1.509989287562813_1:1.5041743729668933_2:1.5095988285265654_3:1.438293355262656_4:1.4393320449672218_5:1.3606585099201522,0:-0.00868848919272375_1:-0.009196831389537075_2:-0.009535156376079882_3:-0.00971107683933953_4:-0.009441373278867106_5:-0.00957373235595634,0:0.05827760591380695_1:0.06568671387928716_2:0.05523645628170875_3:0.04437003406504829_4:0.03201562436122497_5:0.020058456086935714,2.5354675573269816,no_tumour_type
P41*C3,0:-44.95161333333334_1:-135.74983166666667_2:-72.668345_3:-72.72465416666665_4:-97.4020925_5:-62.17140333333334,0:[188.21519167]_1:[175.57689167]_2:[226.95676667]_3:[88.71744167]_4:[50.28753333]_5:[64.15309167],0:[0.33734083]_1:[0.38999203]_2:[0.38731057]_3:[0.30305647]_4:[0.15855317]_5:[0.18854421],-0.010634946549629433,0.6431259522113735,0:-0.4305244582733846_1:-0.6636070873939383_2:-0.6836978141351854_3:-0.6032716882572146_4:-0.9477720913514183_5:-0.8967202131755301,-1.2476827596501268,-0.9846892207465355,-0.010080761817178109,-0.006261033376107305,44.20008168343452,C3,-0.0005448747003591846,0.0018915919180431152,71.90636062717321,0.0,0.0005208333333333333,0:mCR_1:mCR_2:mCR_3:mCR_4:mCR_5:mCR,6,0,0,0,6,6,1.0,0.0,0.0,0.0,83.87096774193549,0:-1.0727068943546167_1:-1.378516155170555_2:-1.2243246398164294_3:-1.2196704803919607_4:-1.2723709636512686_5:-1.1428982197561626,0:1.509989287562813_1:1.5041743729668933_2:1.5095988285265654_3:1.438293355262656_4:1.4393320449672218_5:1.3606585099201522,0:-0.00985027585521813_1:-0.009913631905168712_2:-0.010151332823766526_3:-0.010316483675435313_4:-0.010101336114204254_5:-0.01027460743296552,0:0.05827760591380695_1:0.06568671387928716_2:0.05523645628170875_3:0.04437003406504829_4:0.03201562436122497_5:0.020058456086935714,3.5569427569791987,no_tumour_type
P42*C1,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0,0.7093032911899678,0.8210586687022395,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0,-1.2610569871228257,-1.284992402131054,-0.01392544756920061,-0.013960575768877884,-2.09102671533401e-06,C1,0.034420405465014854,0.027289835097999555,0.11376254850496692,0.8895781053281933,0.9057291666666667,0:mCR_1:mCR_2:mCR_3:mCR_4:mCR_5:mCR_6:mCR_7:mCR_8:mCR_9:mCR_10:mCR_11:mCR,12,0,0,0,12,12,1.0,0.0,0.0,0.0,100.0,0:-1.0611231587622523_1:-1.2301027768217794_2:-0.9454484216180197_3:-1.1495925046517237_4:-1.3307040967534163_5:-1.2464043795082729_6:-1.2146451097879378_7:-1.3918150662778526_8:-1.2565826581155295_9:-1.2313049777072138_10:-1.3141654496701691_11:-1.341010133059988,0:0.1702432172117561_1:0.7833320506349299_2:0.6023748466816193_3:0.3162353348633959_4:0.3076442252062877_5:0.6039829782529978_6:0.3801063842446823_7:0.8222199598474885_8:0.34487092554492177_9:0.1436430089935782_10:0.7385944672029245_11:0.7657701690670704,0:-0.013998567237246995_1:-0.013805955830613809_2:-0.0140458866375349_3:-0.013906001135444766_4:-0.013831580020406771_5:-0.013895337745480118_6:-0.013466434659884466_7:-0.013862640585888954_8:-0.014192376889884504_9:-0.014128502010017882_10:-0.013657665637662322_11:-0.014373607122572093,0:0.0010488538954043925_1:0.006630237654412536_2:0.0033299095614187963_3:0.0012532222272704492_4:0.0024630334593183645_5:0.0021049389289904906_6:0.0013212164351711572_7:0.0032463542331057607_8:0.0017687170336125955_9:0.0005071499398922938_10:0.00436276802621237_11:0.002704620255764084,-0.01702558816239441,no_tumour_type
P42*C2,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0_12:0,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0,0.2968295508298603,0.8210586687022395,0:0_1:0_2:0_3:0_4:0_5:0_6:0_7:0_8:0_9:0_10:0_11:0_12:0,-0.26155821171986,-1.284992402131054,-0.003514406179441455,-0.013960575768877884,952.3394391277795,C2,0.012680301497163853,0.027289835097999555,0.7718973317056422,0.632346671045068,0.6223958333333334,0:mSD_1:mSD_2:mSD_3:mSD_4:mPR_5:mPR_6:mPR_7:mPR_8:mSD_9:mPR_10:mSD_11:mPR_12:mSD,0,0,6,7,13,12,0.0,0.0,0.46153846153846156,0.5384615384615384,73.68421052631578,0:0.054104679932767935_1:-0.030133526379761345_2:0.5534979998043444_3:0.44246362242372306_4:-0.37048617037259896_5:-0.3371259840054318_6:-0.49505963072611836_7:-0.5755332678606819_8:-0.12887854107186408_9:-0.39872058793219384_10:-0.06417472856693562_11:-0.795831500029986_12:-0.8010704020201346,0:0.1702432172117561_1:0.7833320506349299_2:0.6023748466816193_3:0.3162353348633959_4:0.3076442252062877_5:0.6039829782529978_6:0.3801063842446823_7:0.8222199598474885_8:0.34487092554492177_9:0.1436430089935782_10:0.7385944672029245_11:0.7657701690670704,0:0.0012170226724544965_1:-0.00045879221138859486_2:0.007638027830313731_3:0.007461179241383567_4:-0.008689324386171263_5:-0.007788876094680566_6:-0.007029895908463144_7:-0.01007423956262718_8:-0.0017256555115141704_9:-0.005692991482459645_10:-0.0008335014012374514_11:-0.007842292764909426_12:-0.0069577177012617635,0:0.0010488538954043925_1:0.006630237654412536_2:0.0033299095614187963_3:0.0012532222272704492_4:0.0024630334593183645_5:0.0021049389289904906_6:0.0013212164351711572_7:0.0032463542331057607_8:0.0017687170336125955_9:0.0005071499398922938_10:0.00436276802621237_11:0.002704620255764084,2.5008448452210885,no_tumour_type
