Seq.,PDX,TGI,log(kl),KI-histogram,auc,auc_control,auc_control_norm,auc_gp,auc_gp_control,auc_norm,average_angle,average_angle_control,average_angle_rel,average_angle_rel_control,delta_log_likelihood,direction,drug,gp_deriv,gp_deriv_control,kl,kl_p_cvsc,kl_p_value,mRECIST,num_mCR,num_mPD,num_mPR,num_mSD,number_replicates,number_replicates_control,perc_mCR,perc_mPD,perc_mPR,perc_mSD,perc_true_credible_intervals,response_angle,response_angle_control,response_angle_rel,response_angle_rel_control,tumour_type
150,NA,0.724032196,0.617557611,8.752103351,1:8.58333333333_2:4.33333333333_3:84.25_4:48.5_5:30.3333333333_6:41.25_7:86.75_8:72.4166666667,1:[ 294.75]_2:[ 113.41666667]_3:[ 159.]_4:[ 155.5]_5:[ 103.25]_6:[ 88.16666667]_7:[ 337.75]_8:[ 87.75],1:[ 0.39868956]_2:[ 0.29581831]_3:[ 0.40351502]_4:[ 0.52596838]_5:[ 0.29081876]_6:[ 0.34011097]_7:[ 0.46106309]_8:[ 0.38678864],0.109696702,0.420550613,1:0.0369069483874_2:0.0522931548314_3:0.264138847845_4:0.23773904387_5:0.137430742885_6:0.205809755647_7:0.18781523392_8:0.201293901216,1.477664547,1.539846173,0.054088337,0.158268355,46.61930191,0.308460418,NA,0.018690965,0.068587709,4.145315696,1,1,1:mSD_2:mPD_3:mPD_4:mPD_5:mSD_6:mPD_7:mSD_8:mSD,0,4,0,4,8,8,0,0.5,0,0.5,33.33333333,1:1.42093247735_2:1.04429021664_3:1.5050187277_4:1.48384283958_5:1.42130172683_6:1.45983451992_7:1.519520415_8:1.50660190329,1:1.55381029391_2:1.52810475348_3:1.54200742819_4:1.53880913001_5:1.5244987082_6:1.50982221739_7:1.55299064218_8:1.50847070543,1:0.0259655109916_2:0.0184976717383_3:0.0728554940959_4:0.0847697153642_5:0.0381383881969_6:0.064020194088_7:0.0587999346686_8:0.0631527913143,1:0.162082894718_2:0.10321418679_3:0.194804706569_4:0.276813678853_5:0.106447345783_6:0.115652328019_7:0.189362052713_8:0.143369766472,
85,NA,0.717060054,0.0198797,9.583372637,1:46.5_2:6.33333333333_3:27.75_4:58.9166666667_5:47.0833333333_6:-2.58333333333_7:-27.4166666667_8:7.41666666667,1:[ 183.75]_2:[ 62.16666667]_3:[ 92.08333333]_4:[ 12.91666667]_5:[ 44.08333333]_6:[ 81.16666667]_7:[ 101.08333333]_8:[ 170.75],1:[ 0.36557217]_2:[ 0.25923841]_3:[ 0.3647011]_4:[ 0.12895071]_5:[ 0.28436817]_6:[ 0.26149482]_7:[ 0.26845069]_8:[ 0.33541578],1.13E-05,0.266771072,1:0.130239036999_2:0.0465602172828_3:0.145994074642_4:0.174668402571_5:0.268219914071_6:-0.0122536394885_7:-0.511332311418_8:0.0337893310391,1.392094161,1.519993118,0.030683138,0.108753709,13.65525721,0.487073622,NA,1.87E-06,0.043590082,1.046838533,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mPD_6:mSD_7:mPR_8:mSD,0,1,1,6,8,8,0,0.125,0.125,0.75,100,1:1.50283634647_2:1.09350286281_3:1.40161294196_4:1.50482685876_5:1.48147744067_6:0.585016264302_7:-1.41072399332_8:0.804400400813,1:1.54648255482_2:1.50131855672_3:1.52093665818_4:1.34638249322_5:1.44827329306_6:1.5141742135_7:1.51741385935_8:1.54045255047,1:0.0524229317376_2:0.0153446632862_3:0.0392700260972_4:0.0622098759409_5:0.0976363825413_6:0.0030807419913_7:-0.0552448623275_8:0.0050918451485,1:0.150043381575_2:0.092444950953_3:0.152947397178_4:0.0533760369688_5:0.086178033739_6:0.0930745677362_7:0.0788024882453_8:0.116301056538,
181,NA,0.711264219,0.983040475,19.81999463,1:149.516666667_2:68.8916666667_3:110.433333333_4:235.691666667_5:99.7333333333,1:[ 398.025]_2:[ 319.71666667]_3:[ 1016.95]_4:[ 404.21666667]_5:[ 532.29166667]_6:[ 359.46666667]_7:[ 640.03333333]_8:[ 391.45]_9:[ 454.16666667]_10:[ 722.95],1:[ 0.71438313]_2:[ 0.63037095]_3:[ 0.94906447]_4:[ 0.74043514]_5:[ 0.75050929]_6:[ 0.66169204]_7:[ 0.83599512]_8:[ 0.70649642]_9:[ 0.70832833]_10:[ 0.85445403],0.374213854,0.792194014,1:0.430593976903_2:0.305470704469_3:0.375562525652_4:0.534715814126_5:0.334211761228,1.494551073,1.551053642,0.085359767,0.323587598,131.424939,0.860384079,NA,0.033700761,0.075094447,9.617019016,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,5,5,10,0,0,0,1,9.090909091,1:1.50392204557_2:1.39522941607_3:1.47999405723_4:1.52759318939_5:1.47819145418,1:1.54446502264_2:1.54094226557_3:1.55905294146_4:1.54722981921_5:1.5525169348_6:1.5437957353_7:1.55418519567_8:1.54472137131_9:1.54991089366_10:1.55636354723,1:0.0938078788356_2:0.0430382749783_3:0.0707376259283_4:0.146746198251_5:0.0656423185524,1:0.269609653924_2:0.213572748722_3:0.514027158067_4:0.306621461294_5:0.321387085793_6:0.23203761474_7:0.400946085722_8:0.267865587483_9:0.272820629068_10:0.409322006583,
145,NA,0.709699512,0.556928412,6.302885353,1:52.2066666667_2:98.2858333333_3:48.7666666667,1:[ 273.36416667]_2:[ 108.92416667]_3:[ 250.03833333],1:[ 0.52468463]_2:[ 0.47939572]_3:[ 0.47322363],0.210475563,0.542887189,1:0.256854027881_2:0.333118387241_3:0.167686252427,1.499737244,1.545313706,0.082733778,0.23241407,16.69907301,0.280468311,NA,0.034218904,0.089378917,3.605192112,1,1,1:mPD_2:mPD_3:mSD,0,2,0,1,3,3,0,0.666666667,0,0.333333333,50,1:1.48519089778_2:1.5180452099_3:1.48446876044,1:1.55237737364_2:1.5163509721_3:1.54861086216,1:0.0869830817817_2:0.111903619409_3:0.0560063615374,1:0.28693641638_2:0.187843811415_3:0.204973855005,
126,NA,0.69437788,0.420378668,4.265170198,1:23.0833333333_2:7.66666666667_3:14.4166666667_4:13.9166666667_5:23.9166666667,1:[ 58.58333333]_2:[ 36.83333333]_3:[ 22.66666667]_4:[ 24.25],1:[ 0.31703088]_2:[ 0.23895289]_3:[ 0.16445124]_4:[ 0.18745568],0.215538,0.219489809,1:0.163814808177_2:0.0670114765553_3:0.0842938018953_4:0.11904250433_5:0.194940362951,1.262751042,1.414760162,0.029419774,0.062545644,1.45885996,0.239681236,NA,0.014575375,0.024179681,2.632562363,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mSD,0,0,0,5,5,4,0,0,0,1,71.42857143,1:1.30747605633_2:1.12012571906_3:1.31627209164_4:1.23363140372_5:1.27162598756,1:1.45003293456_2:1.4187159568_3:1.20072857517_4:1.3587288529,1:0.0346541107945_2:0.0204587069439_3:0.0265019925824_4:0.0297064479778_5:0.0381256782804,1:0.0761520951525_2:0.0664804455873_3:0.0240860966946_4:0.0499002432268,
155,NA,0.686744247,0.658106331,6.946611534,1:114.774166667_2:93.6591666667_3:87.9316666667,1:[ 148.09416667]_2:[ 192.24]_3:[ 251.32083333],1:[ 0.46519301]_2:[ 0.32080692]_3:[ 0.45848049],0.318517241,0.49810975,1:0.268405464386_2:0.334489968888_3:0.251199177296,1.533166428,1.553811505,0.118997896,0.25597126,-9.42E-07,0.291977024,NA,0.062541152,0.094492535,4.550994714,1,1,1:mPD_2:mPD_3:mPD,0,3,0,0,3,3,0,1,0,0,40,1:1.54543368269_2:1.51864502387_3:1.52345856977,1:1.55142012707_2:1.55735302999_3:1.55957247495,1:0.142542929941_2:0.119093883295_3:0.090850185539,1:0.367144983626_2:0.232255609896_3:0.375251528073,
69,NA,0.68491324,-0.177962042,1.51791823,1:119.5_2:27.0_3:-3.0_4:17.0833333333_5:105.666666667_6:36.5833333333_7:25.5_8:254.5,1:[ 92.75]_2:[ 10.83333333]_3:[ 109.58333333]_4:[ 356.83333333]_5:[ 221.58333333]_6:[ 186.]_7:[ 202.75]_8:[ 187.75],1:[ 0.22750413]_2:[ 0.08054711]_3:[ 0.47908023]_4:[ 0.79543967]_5:[ 0.41729639]_6:[ 0.49655942]_7:[ 0.55790311]_8:[ 0.48468176],0.190687491,0.381480076,1:0.399600380934_2:0.200834329835_3:-0.0415504733402_4:0.0995842219844_5:0.261123871131_6:0.100747910213_7:0.241713317246_8:0.553829509396,1.511285127,1.547637797,0.105332913,0.266936382,0.137073593,0.361640518,NA,0.03053396,0.054504587,0.663801085,1,1,1:mPD_2:mSD_3:mSD_4:mSD_5:mPD_6:mPD_7:mPD_8:mPD,0,5,0,3,8,8,0,0.625,0,0.375,100,1:1.53533078577_2:1.47687421401_3:0.980464960334_4:1.43973900046_5:1.53831157876_6:1.49864115353_7:1.44902157492_8:1.5410532527,1:1.54005517719_2:1.33171308442_3:1.53576024729_4:1.55677050199_5:1.55220820542_6:1.55188014152_7:1.55224520475_8:1.55507327552,1:0.183342421254_2:0.113656386231_3:0.0140788607789_4:0.0596654186017_5:0.121037260991_6:0.0465487076731_7:0.117874939902_8:0.191894669876,1:0.117705887723_2:0.0450534902105_3:0.277919618349_4:0.575047215316_5:0.205549924288_6:0.336724824525_7:0.410031486834_8:0.391627545796,
111,NA,0.671269889,0.223825406,2.980619686,1:77.5833333333_2:187.0_3:53.3333333333_4:161.5_5:210.333333333_6:21.3333333333_7:68.1666666667_8:36.8333333333,1:[ 175.5]_2:[ 299.16666667]_3:[ 369.16666667]_4:[ 49.25]_5:[ 232.16666667]_6:[ 290.75]_7:[ 274.41666667]_8:[ 178.5],1:[ 0.3575139]_2:[ 0.56759403]_3:[ 0.50811633]_4:[ 0.23289805]_5:[ 0.41249299]_6:[ 0.42411231]_7:[ 0.67880384]_8:[ 0.3946773],0.290596047,0.494679523,1:0.25902811793_2:0.380252956045_3:0.265487481937_4:0.288782517375_5:0.379032465897_6:0.0771179087256_7:0.24811169677_8:0.154402756042,1.517758305,1.549866782,0.087187755,0.219262222,20.52186829,0.342085828,NA,0.048015754,0.081475025,1.674269655,1,1,1:mSD_2:mPD_3:mSD_4:mSD_5:mPD_6:mSD_7:mSD_8:mSD,0,2,0,6,8,8,0,0.25,0,0.75,100,1:1.48646778421_2:1.54826937655_3:1.46406763358_4:1.53333115491_5:1.54124559466_6:1.43664672659_7:1.48764873229_8:1.38179650427,1:1.54076933331_2:1.55369021968_3:1.55661102487_4:1.4591974329_5:1.55586939036_6:1.55551570497_7:1.54973658252_8:1.53866982108,1:0.0625124031208_2:0.177793960091_3:0.0789368946356_4:0.0809140371991_5:0.114565032642_6:0.0336672469702_7:0.0767660125319_8:0.030562759806,1:0.137842608021_2:0.320657297634_3:0.241654730508_4:0.0627585442056_5:0.270048125138_6:0.206096286426_7:0.417610607894_8:0.14779589346,
138,NA,0.651352512,0.501571924,6.944249853,1:44.4166666667_2:38.1666666667_3:21.0_4:32.0,1:[ 94.]_2:[ 103.33333333]_3:[ 171.41666667]_4:[ 171.5],1:[ 0.34094746]_2:[ 0.29668951]_3:[ 0.35950883]_4:[ 0.43412491],0.202372815,0.416130596,1:0.148688733497_2:0.173511911325_3:0.130750352027_4:0.100404507721,1.368142462,1.513672939,0.025575422,0.091181334,31.28501886,0.37459363,NA,0.024708606,0.050831708,3.173744226,1,1,1:mSD_2:mSD_3:mSD_4:mSD,0,0,0,4,4,4,0,0,0,1,25,1:1.41340311105_2:1.43857664119_3:1.20944490535_4:1.24917130066,1:1.47334837098_2:1.51296538132_3:1.52405878347_4:1.52336050254,1:0.0299955852383_2:0.0491045829798_3:0.0203500898738_4:0.0111982473928,1:0.0699499665473_2:0.0865794929827_3:0.0888508405337_4:0.116499514296,
93,NA,0.636908241,0.081992093,4.191445004,1:13.3333333333_2:84.1666666667_3:153.75_4:63.5_5:103.166666667_6:70.5_7:-7.66666666667_8:67.5833333333,1:[ 141.75]_2:[ 221.5]_3:[ 331.]_4:[ 115.91666667]_5:[ 202.]_6:[ 276.16666667]_7:[ 96.75]_8:[ 293.83333333],1:[ 0.48851471]_2:[ 0.45405306]_3:[ 0.54490652]_4:[ 0.3461707]_5:[ 0.53345828]_6:[ 0.56754044]_7:[ 0.39302782]_8:[ 0.58358518],0.248347726,0.440741186,1:0.0687290274997_2:0.26469587943_3:0.448509586901_4:0.254184739202_5:0.290207141717_6:0.342428327947_7:-0.0563933867857_8:0.295387826998,1.506512565,1.54666828,0.094227169,0.247306948,27.98020909,0.458110435,NA,0.040305411,0.07202731,1.207791846,1,1,1:mSD_2:mSD_3:mPD_4:mPD_5:mPD_6:mSD_7:mSD_8:mSD,0,3,0,5,8,8,0,0.375,0,0.625,100,1:1.40764301551_2:1.52325492946_3:1.53759266181_4:1.49777704397_5:1.52709685547_6:1.50882300981_7:0.21612790365_8:1.50050442752,1:1.5246523219_2:1.54808391458_3:1.55599452924_4:1.52855531634_5:1.54516091827_6:1.55423633858_7:1.52638111155_8:1.55183329405,1:0.0337356585315_2:0.10575772741_3:0.187131110389_4:0.0821679769375_5:0.0986784715847_6:0.155201101836_7:0.00150381527442_8:0.107185748273,1:0.189349313659_2:0.197488292886_3:0.301801037237_4:0.133628408588_5:0.268038825093_6:0.356772200513_7:0.189988287919_8:0.307558615952,
133,NA,0.62822234,0.451249195,6.833590459,1:65.7658333333_2:203.304166667_3:54.0675_4:71.1808333333_5:1.555,1:[ 343.615]_2:[ 57.86583333]_3:[ 234.375]_4:[ 373.95416667]_5:[ 153.62333333],1:[ 0.67933646]_2:[ 0.22911209]_3:[ 0.48613827]_4:[ 0.63721943]_5:[ 0.47480324],0.287946978,0.425719801,1:0.317002630409_2:0.487786302552_3:0.250162204257_4:0.242693863181_5:0.0196117895475,1.315832634,1.505234337,0.025102168,0.100614115,54.91461782,0.78831679,NA,0.021067854,0.032617546,2.826501338,1,1,1:mSD_2:mSD_3:mSD_4:mSD_5:mPR,0,0,1,4,5,5,0,0,0.2,0.8,100,1:1.29985662897_2:1.47114545671_3:1.26981382516_4:1.27287286492_5:-0.730730159427,1:1.51719053734_2:1.38987619326_3:1.50652508333_4:1.53203229393_5:1.47785858083,1:0.0303022470512_2:0.0563615020407_3:0.0228274557415_4:0.019075988876_5:-0.00573656458875,1:0.141413428472_2:0.0364029513239_3:0.086532453121_4:0.154049383286_5:0.0835200941604,
79,NA,0.62626369,-0.038156219,4.227345766,1:124.333333333_2:28.0_3:68.3333333333_4:294.083333333_5:117.25_6:139.666666667_7:38.1666666667_8:69.1666666667,1:[ 180.08333333]_2:[ 300.83333333]_3:[ 286.25]_4:[ 399.91666667]_5:[ 211.91666667]_6:[ 116.33333333]_7:[ 302.91666667]_8:[ 203.75],1:[ 0.56635471]_2:[ 0.62621174]_3:[ 0.64455159]_4:[ 0.48304533]_5:[ 0.50428283]_6:[ 0.4113827]_7:[ 0.59352496]_8:[ 0.42084798],0.311324053,0.592719062,1:0.328011514927_2:0.114565506673_3:0.313828730534_4:0.660520669921_5:0.407206656509_6:0.285454802917_7:0.171965916981_8:0.329774841988,1.506634154,1.542001448,0.097045959,0.218648068,28.15297006,0.334836782,NA,0.038542142,0.073508205,0.915890977,1,1,1:mSD_2:mSD_3:mSD_4:mPD_5:mPD_6:mPD_7:mPD_8:mPD,0,5,0,3,8,8,0,0.625,0,0.375,75,1:1.49312572051_2:1.37959773928_3:1.44340812412_4:1.5407057863_5:1.50650865315_6:1.53855716963_7:1.45069721948_8:1.47708375784,1:1.5265692773_2:1.54616967274_3:1.54410647625_4:1.55212152347_5:1.54461137329_6:1.50643429041_7:1.54395008978_8:1.5401488864,1:0.0616955582053_2:0.0267618757138_3:0.0660690524468_4:0.317791934836_5:0.116267577263_6:0.115614807738_7:0.054106517811_8:0.100039191345,1:0.218007266743_2:0.321245389732_3:0.312347970038_4:0.17433658881_5:0.266247556377_6:0.130738540684_7:0.237264772381_8:0.166580723825,
107,NA,0.625807605,0.204983144,2.450504216,1:7.17083333333_2:16.51_3:30.1975,1:[ 6.16083333]_2:[ 3.14416667]_3:[ 16.31416667],1:[ 0.05762716]_2:[ 0.03780772]_3:[ 0.12919917],0.072434491,0.028199486,1:0.0462538053811_2:0.116607811621_3:0.186442965109,1.347932269,1.459335855,0.036315892,0.073669561,5.27E-05,0.055187483,NA,0.011096272,0.004868108,1.603183166,1,1,1:mSD_2:mPD_3:mSD,0,1,0,2,3,3,0,0.333333333,0,0.666666667,100,1:1.10832467211_2:1.36992514248_3:1.41388031729,1:1.20017301982_2:1.17069448407_3:1.52509464691,1:0.0148982041621_2:0.0439628500455_3:0.0534757682901,1:0.0272979380288_2:0.0303794311193_3:0.113913441637,
89,NA,0.599882261,0.048253254,6.864072501,1:67.6666666667_2:88.3333333333_3:167.583333333_4:2.75_5:-7.0_6:62.0_7:53.0833333333_8:100.75,1:[ 101.83333333]_2:[ 153.25]_3:[ 142.58333333]_4:[ 179.08333333]_5:[ 124.83333333]_6:[ 188.83333333]_7:[ 230.66666667]_8:[ 146.16666667],1:[ 0.40340764]_2:[ 0.41407913]_3:[ 0.49470604]_4:[ 0.38196366]_5:[ 0.3751531]_6:[ 0.50076029]_7:[ 0.38741333]_8:[ 0.32472735],0.211419471,0.472167095,1:0.316769201698_2:0.286362350197_3:0.307887728384_4:0.016152456741_5:-0.0359022165993_6:0.27505606916_7:0.298914894848_8:0.236423147927,1.495201341,1.536282522,0.07016107,0.154983914,21.41572294,0.298517906,NA,0.034762521,0.078172708,1.117514725,1,1,1:mPD_2:mPD_3:mPD_4:mSD_5:mSD_6:mPD_7:mPD_8:mSD,0,5,0,3,8,8,0,0.625,0,0.375,66.66666667,1:1.49739205513_2:1.50108212135_3:1.54223793517_4:-0.0855837886674_5:-1.0345798409_6:1.48639573107_7:1.47308873703_8:1.52627355164,1:1.51714992534_2:1.53247598483_3:1.53045030374_4:1.53963907538_5:1.52967943198_6:1.5417941308_7:1.54887560258_8:1.5319767127,1:0.113781294007_2:0.0768431942481_3:0.112089156975_4:-0.000557099669208_5:-0.00812859790527_6:0.0813381539672_7:0.0968581532952_8:0.0811459593435,1:0.153960972345_2:0.160610938131_3:0.217675382123_4:0.142897688932_5:0.140391218275_6:0.230331496063_7:0.154431559619_8:0.100628499767,
110,NA,0.593359295,0.221420181,3.936337042,1:100.666666667_2:145.583333333_3:94.3333333333_4:84.3333333333_5:1.5,1:[ 187.75]_2:[ 205.75]_3:[ 201.58333333]_4:[ 234.08333333]_5:[ 284.41666667],1:[ 0.37680546]_2:[ 0.55581713]_3:[ 0.42960232]_4:[ 0.45944812]_5:[ 0.61955273],0.251562462,0.490831122,1:0.218341583255_2:0.399730897263_3:0.288334421756_4:0.356362696007_5:0.00667043122515,1.509666991,1.546287551,0.079686117,0.206018249,15.61021013,0.42052308,NA,0.041483144,0.080771699,1.665022786,1,1,1:mSD_2:mPD_3:mSD_4:mPD_5:mSD,0,2,0,3,5,5,0,0.4,0,0.6,83.33333333,1:1.53391219065_2:1.53459189159_3:1.50191362609_4:1.48340933277_5:0.821398609866,1:1.53769401931_2:1.54636365869_3:1.54039810837_4:1.54766426169_5:1.55317385443,1:0.0916060503329_2:0.15387974621_3:0.0734436278296_4:0.0889382442079_5:0.00477651143968,1:0.113043595372_2:0.294313081269_3:0.14905308287_4:0.20584595688_5:0.363849704452,
135,NA,0.593143612,0.460508799,7.905242634,1:3.03333333333_2:-9.6_3:49.1333333333_4:8.85833333333_5:54.6833333333,1:[ 82.49166667]_2:[ 131.31666667]_3:[ 261.40833333]_4:[ 136.73333333]_5:[ 149.5],1:[ 0.4201404]_2:[ 0.43484962]_3:[ 0.56775844]_4:[ 0.48723266]_5:[ 0.54395005],0.152524708,0.495881251,1:0.0546996356767_2:-0.0527080701121_3:0.309282348154_4:0.0681763304871_5:0.259735407236,1.424543834,1.531541112,0.05940671,0.220674801,31.35974898,0.704072005,NA,0.018387778,0.059040652,2.88741228,1,1,1:mSD_2:mSD_3:mPD_4:mSD_5:mSD,0,1,0,4,5,5,0,0.2,0,0.8,50,1:1.39284692943_2:1.33111136084_3:1.4459543091_4:1.11816007273_5:1.50081655841,1:1.50809998878_2:1.52159481805_3:1.54202473036_4:1.52559052946_5:1.54157865228,1:0.078372098392_2:0.0226035559259_3:0.0873427787422_4:0.019341885906_5:0.116789368461,1:0.183562668566_2:0.160051447289_3:0.225597279904_4:0.198146389403_5:0.347730649442,
41,NA,0.58995467,-0.48023709,1.989178065,1:224.0725_2:-6.495_3:-16.5425,1:[ 12.67]_2:[ 137.61333333]_3:[ 122.20083333],1:[ 0.12208424]_2:[ 0.37100471]_3:[ 0.43565739],0.073849536,0.17008909,1:0.631052163445_2:-0.104415102928_3:-0.147160693836,1.500092127,1.534583659,0.087928127,0.171040718,1.085140619,0.367519276,NA,0.011527265,0.028148948,0.3309504,1,1,1:mPD_2:mSD_3:mSD,0,1,0,2,3,3,0,0.333333333,0,0.666666667,100,1:1.54720986256_2:-0.283116661829_3:0.255456511362,1:1.45772396984_2:1.54967484309_3:1.53330934682,1:0.390694373405_2:-0.00157311287082_3:0.00135563042638,1:0.0631875874168_2:0.225991895284_3:0.19593093477,
116,NA,0.583316253,0.290795613,3.497792937,1:112.083333333_2:74.75_3:135.333333333_4:79.0833333333_5:81.4166666667,1:[ 187.75]_2:[ 205.75]_3:[ 201.58333333]_4:[ 234.08333333]_5:[ 284.41666667],1:[ 0.37680546]_2:[ 0.55581713]_3:[ 0.42960232]_4:[ 0.45944812]_5:[ 0.61955273],0.286402767,0.490831268,1:0.356222453638_2:0.32344275469_3:0.377060744022_4:0.214971860621_5:0.224534973686,1.516132658,1.546287551,0.091488171,0.206018249,13.30008114,0.300841386,NA,0.047087433,0.080771732,1.953419926,1,1,1:mSD_2:mPD_3:mPD_4:mPD_5:mSD,0,3,0,2,5,5,0,0.6,0,0.4,66.66666667,1:1.51607587034_2:1.49279497992_3:1.53897060536_4:1.50652588608_5:1.49618676537,1:1.53769401931_2:1.54636365869_3:1.54039810837_4:1.54766426169_5:1.55317385443,1:0.106360022279_2:0.0988571695458_3:0.164687981099_4:0.059919779394_5:0.0538922358251,1:0.113043595372_2:0.294313081269_3:0.14905308287_4:0.20584595688_5:0.363849704452,
49,NA,0.583311467,-0.364430516,1.268535227,1:143.083333333_2:40.0833333333_3:77.8333333333_4:39.0833333333_5:102.083333333_6:21.8333333333_7:91.0833333333_8:83.6666666667,1:[ 159.66666667]_2:[ 109.]_3:[ 5.75]_4:[ 106.]_5:[ 102.08333333]_6:[ 140.66666667]_7:[ 121.91666667]_8:[ 61.75],1:[ 0.36044911]_2:[ 0.3553472]_3:[ 0.02041961]_4:[ 0.40382278]_5:[ 0.36637389]_6:[ 0.44362107]_7:[ 0.44020731]_8:[ 0.35667373],0.285309499,0.383123783,1:0.392759243805_2:0.28349640648_3:0.366545639645_4:0.220872814388_5:0.221423384608_6:0.119298510047_7:0.411058092335_8:0.22167898841,1.481301832,1.522875224,0.071314908,0.135014991,9.173678852,0.245675557,NA,0.047203767,0.063153308,0.432085293,1,1,1:mSD_2:mSD_3:mPD_4:mSD_5:mSD_6:mSD_7:mPD_8:mPD,0,3,0,5,8,8,0,0.375,0,0.625,100,1:1.50748202435_2:1.41944211263_3:1.48912892853_4:1.37874830955_5:1.49306799821_6:1.35800903698_7:1.50090577201_8:1.51438973162,1:1.53547381982_2:1.51067328204_3:1.42756098863_4:1.5236423748_5:1.53027337761_6:1.53586421812_7:1.52982562048_8:1.50877820553,1:0.0898891644326_2:0.0743681550878_3:0.127903758736_4:0.0398460083394_5:0.039364325082_6:0.0388743945547_7:0.130310396632_8:0.0853458831352,1:0.133321893017_2:0.106090634713_3:0.0234997641181_4:0.20291041789_5:0.182021461267_6:0.226798298118_7:0.20727310162_8:0.179003086841,
55,NA,0.578547297,-0.308068194,1.63588918,1:55.4166666667_2:52.4166666667_3:8.91666666667_4:37.8333333333_5:40.3333333333_6:74.9166666667_7:30.25_8:131.416666667,1:[ 44.41666667]_2:[ 158.75]_3:[ 51.91666667]_4:[ 70.41666667]_5:[ 20.58333333]_6:[ 27.58333333]_7:[ 144.41666667]_8:[ 240.83333333],1:[ 0.21354372]_2:[ 0.45953845]_3:[ 0.28452747]_4:[ 0.35237196]_5:[ 0.1409018]_6:[ 0.19470851]_7:[ 0.41220544]_8:[ 0.5267479],0.196062693,0.347951575,1:0.276720823171_2:0.260517424143_3:0.0682518382701_4:0.161488541453_5:0.221690206738_6:0.255664287063_7:0.157367952301_8:0.478572721845,1.465714815,1.520945123,0.06402981,0.134271142,9.065178781,0.186111146,NA,0.032357854,0.057008667,0.49196228,1,1,1:mPD_2:mSD_3:mSD_4:mSD_5:mSD_6:mPD_7:mPD_8:mPD,0,4,0,4,8,8,0,0.5,0,0.5,100,1:1.47469058062_2:1.45179603341_3:0.723747992758_4:1.43587697873_5:1.37966274646_6:1.50982005918_7:1.40145952954_8:1.52424734931,1:1.48708994076_2:1.53439558222_3:1.49601720078_4:1.50072279129_5:1.39727650551_6:1.41790219737_7:1.53740007452_8:1.55128439444,1:0.091541229582_2:0.0542560261571_3:0.00849711213119_4:0.0377605432618_5:0.0409934988772_6:0.0774725573051_7:0.0479046102734_8:0.135041630697,1:0.0814536589175_2:0.158314154912_3:0.120753099359_4:0.117207078067_5:0.0459762387614_6:0.0578766220468_7:0.16845833775_8:0.222973962329,
66,NA,0.574559749,-0.19591367,3.678454722,1:118.069666667_2:142.685666667_3:157.718833333_4:32.6768333333_5:61.9931666667,1:[ 202.98383333]_2:[ 229.62183333]_3:[ 144.78316667]_4:[ 258.88416667]_5:[ 231.33483333],1:[ 0.50375602]_2:[ 0.62160197]_3:[ 0.41383533]_4:[ 0.42611046]_5:[ 0.49047542],0.515437483,0.523111917,1:0.432633549479_2:0.382959764062_3:0.355193003446_4:0.122891251555_5:0.34467605403,1.533899725,1.552062462,0.192763929,0.354202718,-1.06E-06,0.323479837,NA,0.05069011,0.019961041,0.636922118,1,1,1:mPD_2:mPD_3:mPD_4:mSD_5:mPD,0,4,0,1,5,5,0,0.8,0,0.2,100,1:1.54136931212_2:1.54794544234_3:1.53153258704_4:1.47839087406_5:1.52427205264,1:1.55289024849_2:1.55512006542_3:1.54375184621_4:1.55495651639_5:1.54980063468,1:0.351139688538_2:0.304076808848_3:0.139768568235_4:0.0532335455351_5:0.267628949011,1:0.453445128516_2:0.649573707824_3:0.26729740381_4:0.265546393918_5:0.29631865836,
101,NA,0.569771348,0.171247872,14.18980146,1:8.925_2:328.165_3:-15.1841666667_4:219.911666667_5:68.3691666667,1:[ 620.3975]_2:[ 208.955]_3:[ 226.2375]_4:[ 239.79833333]_5:[ 421.92583333],1:[ 0.86953502]_2:[ 0.49537071]_3:[ 0.67077495]_4:[ 0.54284596]_5:[ 0.78642756],0.242072517,0.690098937,1:0.0969461617326_2:0.738606370142_3:-0.335231087309_4:0.517063998647_5:0.244946896746,1.465036977,1.534096618,0.082128588,0.238101663,32.86842371,1.023973057,NA,0.018525655,0.052541814,1.483364468,1,1,1:mSD_2:mPD_3:mPR_4:mSD_5:mPD,0,2,1,2,5,5,0,0.4,0.2,0.4,100,1:0.0526008552656_2:1.52731687784_3:-0.931466921324_4:1.51388329181_5:1.44419418733,1:1.5473602779_2:1.53523687559_3:1.51445160696_4:1.51899339995_5:1.53559014623,1:0.000518917969475_2:0.248796883809_3:-0.0178101452671_4:0.129145428008_5:0.0462852469843,1:0.388734687862_2:0.202791796415_3:0.213765545684_4:0.136198774876_5:0.282489070802,
